Question,infomation,productTopSell,recommendedProduct,ingredient,quality,greeting
mình cần bạn giải đáp sản phẩm cà phê có đáng mua không,0,0,0,0,1,0
cho mình thắc mắc sản phẩm cà phê có thực sự chất lượng không,0,0,0,0,1,0
có thể hỏi bạn về số lượng americano hiện tại trong kho là bao nhiêu,1,0,0,0,0,0
có thể hỏi bạn về americano có nổi tiếng không,0,0,0,0,1,0
cho mình thắc mắc có sản phẩm nào được chế biến từ phô mai,0,0,0,1,0,0
bạn có thể cho tớ thông tin về espresso có giá hiện tại là bao nhiêu,1,0,0,0,0,0
mình đang thắc mắc về đánh giá về americano có cao không,0,0,0,0,1,0
có thể cho mình biết americano với cà phê khác nhau như thế nào,0,0,0,0,1,0
mình cần chút thông tin về sản phẩm có chứa trà không,0,0,0,1,0,0
bạn có thể cho tớ thông tin về độ uy tín của cà phê thế nào,0,0,0,0,1,0
chào nhân viên mình có một câu hỏi,0,0,0,0,0,1
hello quán mình thắc mắc chút,0,0,0,0,0,1
bạn có thể cung cấp thông tin về americano có được nhiều người yêu thích không,0,0,0,0,1,0
bạn cho mình hỏi gợi ý cà phê mà tớ có thể thích,0,0,1,0,0,0
cậu giúp mình với em nên dùng cà phê nào,0,0,1,0,0,0
mình cần bạn giải đáp americano có đang trong kho hay không,1,0,0,0,0,0
bạn giúp mình chút được không số lượng cà phê hiện tại trong kho là bao nhiêu,1,0,0,0,0,0
cho mình thắc mắc sản phẩm có chứa cà phê không,0,0,0,1,0,0
mình muốn biết sản phẩm nào được chế biến bởi trứng,0,0,0,1,0,0
bạn có thể trả lời thắc mắc của mình,0,0,0,0,0,1
alo cậu mình thắc mắc chút,0,0,0,0,0,1
tôi có thể tìm sản phẩm chứa bơ ở đâu,0,0,0,1,0,0
mình có một thắc mắc em muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
americano có chất lượng ổn không,0,0,0,0,1,0
bạn giúp mình với gợi ý cà phê mà tớ có thể thích,0,0,1,0,0,0
mình hỏi chút sản phẩm nào có sữa,0,0,0,1,0,0
mình có điều muốn hỏi những sản phẩm nào đang dẫn đầu doanh số bán hàng trong tháng này,0,1,0,0,0,0
mình hỏi chút cà phê có đáng tiền không,0,0,0,0,1,0
mình cần chút thông tin về bạn thích cà phê nào thì nên mua gì,0,0,1,0,0,0
mình cần chút thông tin về cà phê với espresso cái nào ngon hơn,0,0,0,0,1,0
có thể giải đáp giúp mình không sản phẩm nào mọi người ưa chuộng nhất,0,1,0,0,0,0
bạn cho mình hỏi sản phẩm espresso có hợp lý không,0,0,0,0,1,0
có thể hỏi bạn về có sản phẩm nào được chế biến từ trà,0,0,0,1,0,0
có thể giúp mình giải đáp tớ muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
mình hỏi chút có sản phẩm nào mới xuất hiện nhưng đã bán rất chạy không,0,1,0,0,0,0
có thể giải đáp giúp mình không espresso có tốt không,0,0,0,0,1,0
mình có điều muốn hỏi những sản phẩm nào đang bán chạy nhất trong danh mục hiện nay,0,1,0,0,0,0
xin chào cậu giúp mình với,0,0,0,0,0,1
cho tớ hỏi sản phẩm nào có sữa,0,0,0,1,0,0
mình muốn hỏi bạn chút thông tin về có cà phê nào phù hợp với em không,0,0,1,0,0,0
có thể hỗ trợ mình với có sản phẩm nào được chế biến từ bơ,0,0,0,1,0,0
có thể hỏi bạn về cà phê có chất lượng ổn không,0,0,0,0,1,0
bạn cho mình hỏi cho tôi biết cà phê nào phù hợp với mình,0,0,1,0,0,0
mình có điều muốn hỏi sản phẩm nào sử dụng trứng,0,0,0,1,0,0
cậu giúp mình với cà phê nào em nên thử,0,0,1,0,0,0
mình muốn hỏi bạn chút thông tin về americano là thuộc dòng sản phẩm gì,1,0,0,0,0,0
mình muốn biết espresso được mô tả như thế nào,1,0,0,0,0,0
mình có một câu hỏi thành phần của espresso không,1,0,0,0,0,0
mình thắc mắc muốn hỏi bạn giá bán của espresso hiện tại là bao nhiêu,1,0,0,0,0,0
bạn có thể trả lời giúp mình americano có mức giá như thế nào,1,0,0,0,0,0
mình muốn hỏi hiện tại có thể mua bao nhiêu espresso,1,0,0,0,0,0
có thể giải đáp giúp mình không nên mua espresso hay không,0,0,0,0,1,0
mình hỏi chút gợi ý cho bạn cà phê tương tự với,0,0,1,0,0,0
bạn giúp mình với cà phê còn hàng không,1,0,0,0,0,0
mình có một thắc mắc cà phê có đảm bảo chất lượng không,0,0,0,0,1,0
hello shop bạn cho mình hỏi,0,0,0,0,0,1
có thể hỏi bạn về giá của americano là bao nhiêu,1,0,0,0,0,0
mình muốn hỏi bạn có thể cho mình biết giá của espresso không,1,0,0,0,0,0
hey bạn mình thắc mắc muốn hỏi bạn,0,0,0,0,0,1
mình muốn tìm hiểu về cà phê nào em nên xem xét,0,0,1,0,0,0
mình cần chút thông tin về cà phê có đáng tin cậy không,0,0,0,0,1,0
bạn giúp mình với sản phẩm nào được chế biến bởi socola,0,0,0,1,0,0
mình có một câu hỏi gợi ý cho tôi cà phê tương tự với,0,0,1,0,0,0
mình muốn hỏi gợi ý cà phê nào cho mình tốt nhất,0,0,1,0,0,0
bạn có thể cho tớ thông tin về đánh giá về espresso có cao không,0,0,0,0,1,0
bạn có thể cung cấp thông tin về sản phẩm có chứa socola không,0,0,0,1,0,0
có thể giúp mình giải đáp giá bán của americano hiện tại là bao nhiêu,1,0,0,0,0,0
có thể giúp mình giải đáp sản phẩm nào có mật ong,0,0,0,1,0,0
bạn có thể trả lời giúp mình sản phẩm cà phê có hợp lý không,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về bạn có thể cho mình biết giá của cà phê không,1,0,0,0,0,0
chào shop mình có một thắc mắc,0,0,0,0,0,1
mình hỏi chút gợi ý cà phê nào cho tớ tốt nhất,0,0,1,0,0,0
mình có điều muốn hỏi americano có tốt như lời đồn không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về tôi có thể tìm sản phẩm chứa bột mì ở đâu,0,0,0,1,0,0
mình có điều muốn hỏi cà phê có phân loại ra sao,1,0,0,0,0,0
cho mình thắc mắc americano có thành phần đặc trưng nào,1,0,0,0,0,0
mình có điều muốn hỏi cà phê nào tôi nên thử,0,0,1,0,0,0
mình hỏi chút cà phê có phải là sản phẩm ngon nhất không,0,0,0,0,1,0
cậu có thể cho mình biết sản phẩm nào bán chạy nhất,0,1,0,0,0,0
bạn giúp mình chút được không sản phẩm chứa phô mai nào phổ biến nhất,0,0,0,1,0,0
có thể hỏi bạn về americano có ngon hơn cà phê không,0,0,0,0,1,0
mình thắc mắc muốn hỏi bạn gợi ý cho bạn cà phê tương tự với,0,0,1,0,0,0
bạn có thể trả lời thắc mắc của mình sản phẩm nào sử dụng trứng,0,0,0,1,0,0
có thể hỗ trợ mình với có sản phẩm nào chứa trà không,0,0,0,1,0,0
mình muốn tìm hiểu về mình cần bao nhiêu tiền để mua espresso,1,0,0,0,0,0
cho tớ hỏi thành phần của espresso không,1,0,0,0,0,0
bạn cho tớ hỏi,0,0,0,0,0,1
mình muốn biết anh thích cà phê nào thì nên mua gì,0,0,1,0,0,0
có thể hỏi bạn về espresso được mô tả như thế nào,1,0,0,0,0,0
bạn giúp mình chút được không cà phê giá bao nhiêu,1,0,0,0,0,0
có thể cho mình biết rõ hơn về cà phê,1,0,0,0,0,0
bạn bạn có thể trả lời thắc mắc của mình,0,0,0,0,0,1
bạn có thể cung cấp thông tin về sản phẩm nào sử dụng đường,0,0,0,1,0,0
mình đang thắc mắc về cà phê có giá trị sử dụng cao không,0,0,0,0,1,0
bạn có thể trả lời thắc mắc của mình americano có nổi tiếng không,0,0,0,0,1,0
mình muốn tìm hiểu về americano có ngon hơn cà phê không,0,0,0,0,1,0
có thể cho mình biết tôi thích cà phê nào thì nên mua gì,0,0,1,0,0,0
bạn giúp mình với nên mua cà phê hay không,0,0,0,0,1,0
bạn giúp mình với americano có thuộc loại cao cấp không,1,0,0,0,0,0
cậu có thể cho mình biết có sản phẩm nào được chế biến từ trà,0,0,0,1,0,0
bạn có thể trả lời thắc mắc của mình cà phê có là sản phẩm phổ biến không,0,0,0,0,1,0
bạn có thể trả lời giúp mình giá của americano là bao nhiêu,1,0,0,0,0,0
có thể giải đáp giúp mình không mình muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
có thể cho mình biết công thức chế biến espresso là gì,1,0,0,0,0,0
cho mình hỏi americano có phù hợp với tôi không,0,0,0,0,1,0
xin chào anh có thể giải đáp giúp mình không,0,0,0,0,0,1
mình hỏi chút công thức chế biến cà phê là gì,1,0,0,0,0,0
cho tớ hỏi cà phê có phân loại ra sao,1,0,0,0,0,0
mình muốn tìm hiểu về nên mua espresso hay không,0,0,0,0,1,0
bạn giúp mình chút được không bột mì có trong sản phẩm nào,0,0,0,1,0,0
có thể giúp mình giải đáp số lượng espresso hiện tại trong kho là bao nhiêu,1,0,0,0,0,0
mình có điều muốn hỏi sản phẩm chứa sữa nào phổ biến nhất,0,0,0,1,0,0
bạn có thể cung cấp thông tin về espresso có đáng tin cậy không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về espresso có đáng để mua thử không,0,0,0,0,1,0
cho tớ hỏi sản phẩm americano có đáng mua không,0,0,0,0,1,0
mình thắc mắc muốn hỏi bạn espresso được giới thiệu ra sao,1,0,0,0,0,0
có thể cho mình biết cà phê với espresso cái nào ngon hơn,0,0,0,0,1,0
có thể cho mình biết gợi ý cà phê mà tôi có thể thích,0,0,1,0,0,0
bạn có thể cung cấp thông tin về sản phẩm cà phê có thực sự chất lượng không,0,0,0,0,1,0
mình có một câu hỏi cà phê nào phù hợp với bạn,0,0,1,0,0,0
mình muốn hỏi bạn chút thông tin về cà phê thuộc danh mục nào,1,0,0,0,0,0
cho mình hỏi top sản phẩm hot nhất mà Quán đang bán là gì,0,1,0,0,0,0
bạn cho mình hỏi sản phẩm nào có đường,0,0,0,1,0,0
cậu giúp mình với có nên tin tưởng vào chất lượng của americano không,0,0,0,0,1,0
mình hỏi chút sản phẩm nào được nhiều người mua nhất tuần này,0,1,0,0,0,0
mình hỏi chút có sản phẩm nào được chế biến từ bột mì,0,0,0,1,0,0
shop mình có một câu hỏi,0,0,0,0,0,1
mình hỏi chút độ ngon của cà phê như thế nào,0,0,0,0,1,0
mình hỏi chút có sản phẩm nào được chế biến từ cà phê,0,0,0,1,0,0
bạn có thể cho tớ thông tin về người dùng nói gì về cà phê,0,0,0,0,1,0
hello mọi người cho tớ hỏi,0,0,0,0,0,1
cho mình thắc mắc sản phẩm americano có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
hello em bạn có thể cung cấp thông tin về,0,0,0,0,0,1
mình cần bạn giải đáp nên chọn cà phê hay espresso,0,0,0,0,1,0
xin chào cho mình hỏi,0,0,0,0,0,1
mình có một thắc mắc sản phẩm nào sử dụng trứng,0,0,0,1,0,0
mình muốn hỏi bạn chút thông tin về thông tin về espressothông tin chi tiết về espresso,1,0,0,0,0,0
có thể cho mình biết có gì đặc biệt về espresso mà mình nên biết,1,0,0,0,0,0
bạn giúp mình chút được không socola có trong sản phẩm nào,0,0,0,1,0,0
mình có một câu hỏi giữa cà phê và espresso thì cái nào phù hợp hơn,0,0,0,0,1,0
có thể cho mình biết espresso là sản phẩm loại gì,1,0,0,0,0,0
mình thắc mắc chút sản phẩm nào có phô mai,0,0,0,1,0,0
cho mình thắc mắc sản phẩm americano có đáng để sử dụng không,0,0,0,0,1,0
cậu giúp mình với espresso có chất lượng không,0,0,0,0,1,0
mình muốn hỏi gợi ý cà phê mà bạn có thể thích,0,0,1,0,0,0
mình muốn hỏi bạn có thể gợi ý cà phê cho anh không,0,0,1,0,0,0
mình muốn hỏi bạn chút thông tin về cà phê có khuyến mãi không và giá hiện tại là bao nhiêu,1,0,0,0,0,0
bạn có thể cung cấp thông tin về hiện tại có thể mua bao nhiêu cà phê,1,0,0,0,0,0
mình đang thắc mắc về độ uy tín của espresso thế nào,0,0,0,0,1,0
mình có một câu hỏi sản phẩm nào có lượt mua nhiều nhất trong thời gian gần đây,0,1,0,0,0,0
mình muốn biết mặt hàng nào có lượt mua nhiều nhất trong tháng này,0,1,0,0,0,0
mình có một câu hỏi nhiều người đánh giá espresso cao không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về americano có là sản phẩm phổ biến không,0,0,0,0,1,0
mình có một thắc mắc nguyên liệu nào được dùng để làm espresso,1,0,0,0,0,0
mình có một thắc mắc gợi ý cà phê nào cho anh tốt nhất,0,0,1,0,0,0
mình thắc mắc chút cà phê là thuộc dòng sản phẩm gì,1,0,0,0,0,0
mình cần chút thông tin về espresso được xếp vào loại nào trên thị trường,1,0,0,0,0,0
bạn cho mình hỏi cà phê còn bao nhiêu ly,1,0,0,0,0,0
xin chào bạn mình cần chút thông tin về,0,0,0,0,0,1
có thể hỏi bạn về cà phê nào anh nên thử,0,0,1,0,0,0
có thể giúp mình giải đáp tôi có thể tìm sản phẩm chứa mật ong ở đâu,0,0,0,1,0,0
bạn cho mình hỏi chất lượng của espresso thế nào,0,0,0,0,1,0
alo mình cần bạn giải đáp,0,0,0,0,0,1
mình muốn hỏi sản phẩm nào được chế biến bởi socola,0,0,0,1,0,0
bạn có thể trả lời giúp mình tôi có thể tìm sản phẩm chứa trà ở đâu,0,0,0,1,0,0
quán bạn có thể trả lời giúp mình,0,0,0,0,0,1
mình thắc mắc chút top sản phẩm bán chạy trong tháng này,0,1,0,0,0,0
mình đang thắc mắc về sản phẩm chứa socola nào phổ biến nhất,0,0,0,1,0,0
bạn cho mình xin thông tin về gợi ý cà phê nào cho tôi tốt nhất,0,0,1,0,0,0
mình thắc mắc muốn hỏi bạn sản phẩm nào được làm từ trứng,0,0,0,1,0,0
cậu có thể cho mình biết độ ngon của espresso như thế nào,0,0,0,0,1,0
mình muốn biết sản phẩm cà phê có xứng đáng không,0,0,0,0,1,0
có thể giúp mình giải đáp có gì đặc biệt về americano mà mình nên biết,1,0,0,0,0,0
mình có một câu hỏi có cà phê nào phù hợp với em không,0,0,1,0,0,0
mình hỏi chút rõ hơn về americano,1,0,0,0,0,0
có thể hỏi bạn về cà phê được xếp vào loại nào trên thị trường,1,0,0,0,0,0
bạn có thể cung cấp thông tin về americano có nổi tiếng không,0,0,0,0,1,0
mình cần chút thông tin về gợi ý cà phê mà mình có thể thích,0,0,1,0,0,0
bạn giúp mình với bạn có thể gợi ý cà phê cho bạn không,0,0,1,0,0,0
bạn có thể trả lời thắc mắc của mình americano có đảm bảo chất lượng không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về cà phê có phải là sản phẩm ngon nhất không,0,0,0,0,1,0
mình đang thắc mắc về gợi ý cà phê mà em có thể thích,0,0,1,0,0,0
xin chào nhân viên bạn có thể cho tớ thông tin về,0,0,0,0,0,1
cho tớ hỏi nên mua americano hay không,0,0,0,0,1,0
mình có một thắc mắc americano có an toàn khi sử dụng không,0,0,0,0,1,0
mình muốn hỏi cho tôi biết cà phê nào phù hợp với em,0,0,1,0,0,0
